survey_date,admin0,admin0_code,admin1,admin1_code,admin2,admin2_code,admin3,admin3_code,total_idp,total_ret,ret_idp,ret_refugees,admin_origin
2016-04-30,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Bamba,MLI00700301,NA,8119,NA,NA,NA
2016-04-30,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Bourem,MLI00700302,NA,7415,NA,NA,NA
2016-04-30,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Taboye,MLI00700303,NA,3582,NA,NA,NA
2016-04-30,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Tarkint,MLI00700304,NA,4029,NA,NA,NA
2016-04-30,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Temera,MLI00700305,NA,4488,NA,NA,NA
2016-04-30,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Anderamboukane,MLI00700401,NA,17523,NA,NA,NA
2016-04-30,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Inekar,MLI00700402,NA,9236,NA,NA,NA
2016-04-30,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Menaka,MLI00700403,2726,11421,NA,NA,NA
2016-04-30,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Tidermene,MLI00700404,NA,7888,NA,NA,NA
2016-04-30,Mali,MLI,Koulikoro,MLI02,Kangaba,MLI0204,Alata,MLI00700405,NA,3320,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Kidal,MLI0801,Anefif,MLI00800101,214,687,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Kidal,MLI0801,Kidal,MLI00800102,63,532,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Tin-Essako,MLI0802,Tin Essako,MLI00800201,NA,42,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Abeibara,MLI0803,Abeibara,MLI00800301,71,300,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Abeibara,MLI0803,Tinzawatene,MLI00800303,54,30,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Adjelhoc,MLI00800401,NA,24,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Essouk,MLI00800402,NA,24,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Tessalit,MLI00800403,NA,350,NA,NA,NA
2016-04-30,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Timtaghene,MLI00800404,NA,24,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune I,MLI00900101,1319,0,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune II,MLI00900102,389,0,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune III,MLI00900103,939,0,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune IV,MLI00900104,747,0,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune V,MLI00900105,880,0,NA,NA,NA
2016-04-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune VI,MLI00900106,600,0,NA,NA,NA
2016-05-31,Mali,MLI,Kayes,MLI01,Kayes,MLI0101,Kayes Commune,MLI00100112,16,0,NA,NA,NA
2016-05-31,Mali,MLI,Kayes,MLI01,Diema,MLI0103,Diema,MLI00100304,5,0,NA,NA,NA
2016-05-31,Mali,MLI,Kayes,MLI01,Nioro,MLI0106,Nioro Commune,MLI00100610,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Koulikoro,MLI0201,Koulikoro Commune,MLI00200104,54,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Dioila,MLI0203,Guegneka,MLI00200309,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Dioila,MLI0203,Kaladougou,MLI00200311,1,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Baguineda Camp,MLI00200501,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kalabancoro,MLI00200515,1035,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kambila,MLI00200517,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kati Commune,MLI00200518,104,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Mande,MLI00200520,1,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Moribabougou,MLI00200521,320,0,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Sangarebougou,MLI00200532,112,0,NA,NA,NA
2016-05-31,Mali,MLI,Sikasso,MLI03,Yanfolila,MLI0304,Wassoulou Balle,MLI00300412,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Sikasso,MLI03,Koutiala,MLI0305,Koutiala Commune,MLI00300516,32,0,NA,NA,NA
2016-05-31,Mali,MLI,Sikasso,MLI03,Sikasso,MLI0307,SIKASSO Commune,MLI00300737,8,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Baroueli,MLI0401,Baraoueli,MLI00400101,10,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Baroueli,MLI0401,Sanando,MLI00400110,7,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Dioro,MLI00400207,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Dougabougou,MLI00400209,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Markala,MLI00400216,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Pelengana,MLI00400219,129,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Sebougou,MLI00400223,66,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Segou Commune,MLI00400224,441,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Bla,MLI0403,Bla,MLI00400302,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,San,MLI0404,San Commune,MLI00400417,248,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Diabaly,MLI00400501,270,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Mariko,MLI00400504,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Nampalari,MLI00400505,420,136,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Niono,MLI00400506,187,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Siribala,MLI00400508,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Toridaga,MLI00400511,333,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Yeredon Sanio,MLI00400512,10,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Tominian,MLI0406,Benena,MLI00400601,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Tominian,MLI0406,Tominian,MLI00400611,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Macina,MLI0407,Kokry Centre,MLI00400703,9,0,NA,NA,NA
2016-05-31,Mali,MLI,Ségou,MLI04,Macina,MLI0407,Macina,MLI00400705,7,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Dialloube,MLI00500103,577,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Fatoma,MLI00500104,48,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Konna,MLI00500105,8,4507,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Korombana,MLI00500106,29,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Koubaye,MLI00500107,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Mopti Commune,MLI00500109,174,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Sio,MLI00500112,18,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Mopti,MLI0501,Socoura,MLI00500113,271,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Bandiagara,MLI0502,Bandiagara Commune,MLI00500201,42,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Bandiagara,MLI0502,Segue Ire,MLI00500219,NA,3363,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Bankass,MLI0503,Bankass,MLI00500301,6,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI0504,Bimbere Tama,MLI00500401,25,615,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI0504,Deboye,MLI00500402,NA,360,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI0504,Dongo,MLI00500404,NA,535,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI0504,Farimake,MLI00500405,NA,1118,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI0504,Youwarou,MLI00500407,56,608,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Djenne,MLI0505,Djenne Commune,MLI00500503,28,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Dallah,MLI00500601,NA,787,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Debere,MLI00500603,NA,592,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Dianwely,MLI00500604,NA,466,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Djaptodji,MLI00500605,NA,5447,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Douentza Commune,MLI00500606,84,1914,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Gandamia,MLI00500607,NA,1826,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Haire,MLI00500608,NA,2412,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Hombori,MLI00500609,NA,10111,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Korarou,MLI00500611,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Douentza,MLI0506,Mondoro,MLI00500613,NA,2156,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Koro,MLI0507,Koro,MLI00500711,93,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0508,Diafarabe,MLI00500801,NA,384,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0508,Diondori,MLI00500803,NA,1529,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0508,Kareri,MLI00500804,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0508,Sougoulbe,MLI00500808,NA,514,NA,NA,NA
2016-05-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0508,Tenenkou Commune,MLI00500809,221,1430,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Alafia,MLI00600101,2077,12116,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Ber,MLI00600102,NA,10191,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Bourem Inaly,MLI00600103,27,2302,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Lafia,MLI00600104,NA,5564,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Salam,MLI00600105,NA,13021,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0601,Tombouctou,MLI00600106,611,33426,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Arham,MLI00600201,150,1028,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Bourem Sidi Amar,MLI00600203,NA,2888,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Dangha,MLI00600204,66,3432,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Dire,MLI00600205,NA,3402,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Garbakoira,MLI00600206,NA,2408,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Haibongo,MLI00600207,NA,68,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Kirchamba,MLI00600208,398,862,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Sareyamou,MLI00600210,NA,4442,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Tienkour,MLI00600211,NA,2771,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Tindirma,MLI00600212,NA,1075,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI0602,Tinguereguif,MLI00600213,NA,117,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Adarmalane,MLI00600301,NA,33,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Alzounoub,MLI00600302,NA,29,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Bintagoungou,MLI00600303,NA,1220,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Douekire,MLI00600304,NA,115,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Doukouria,MLI00600305,NA,1913,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Essakane,MLI00600306,7359,6751,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Gargando,MLI00600307,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Goundam Commune,MLI00600308,936,7261,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Issa Bery,MLI00600309,405,324,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Kaneye,MLI00600310,0,0,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,M'bouna,MLI00600311,951,1851,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Razelma,MLI00600312,NA,206,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Tele,MLI00600313,NA,390,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Tilemsi,MLI00600314,NA,109,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Tin Aicha,MLI00600315,NA,808,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0603,Tonka,MLI00600316,NA,6266,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Bambara Maoude,MLI00600401,NA,5279,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Banicane,MLI00600402,355,5275,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Gossi,MLI00600403,NA,22546,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Hamzakona,MLI00600404,NA,7611,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Haribomo,MLI00600405,NA,4538,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Inadiatafane,MLI00600406,NA,27,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Ouinerden,MLI00600407,NA,528,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Rharous,MLI00600408,NA,19632,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0604,Serere,MLI00600409,398,3327,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Banikane Narhawa,MLI00600501,NA,2513,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Dianke,MLI00600502,NA,12301,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Fittouga,MLI00600503,NA,3120,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Koumaira,MLI00600504,NA,2933,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Lere,MLI00600505,NA,14563,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,N'gorkou,MLI00600506,NA,470,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Souboundou,MLI00600507,1155,2609,NA,NA,NA
2016-05-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0605,Soumpi,MLI00600508,1825,4459,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Anchawadi,MLI00700101,450,4542,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Gabero,MLI00700102,NA,6850,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Gao,MLI00700103,6708,19129,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Gounzoureye,MLI00700104,243,3266,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,N'tillit,MLI00700105,NA,4808,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Sony Aliber,MLI00700106,NA,3394,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Gao,MLI0701,Tilemsi,MLI00700107,NA,3876,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Ansongo,MLI00700201,NA,24342,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Bara,MLI00700202,NA,5123,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Bourra,MLI00700203,180,7053,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Ouattagouna,MLI00700204,NA,19085,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Talataye,MLI00700205,NA,6,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Tessit,MLI00700206,NA,5859,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Ansongo,MLI0702,Tin Hama,MLI00700207,NA,3170,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Bamba,MLI00700301,NA,8119,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Bourem,MLI00700302,NA,7415,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Taboye,MLI00700303,NA,3582,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Tarkint,MLI00700304,NA,4029,NA,NA,NA
2016-05-31,Mali,MLI,Gao,MLI07,Bourem,MLI0703,Temera,MLI00700305,NA,4488,NA,NA,NA
2016-05-31,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Anderamboukane,MLI00700401,NA,17523,NA,NA,NA
2016-05-31,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Inekar,MLI00700402,NA,9236,NA,NA,NA
2016-05-31,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Menaka,MLI00700403,2726,11421,NA,NA,NA
2016-05-31,Mali,MLI,Menaka,MLI07,Menaka,MLI0704,Tidermene,MLI00700404,NA,7888,NA,NA,NA
2016-05-31,Mali,MLI,Koulikoro,MLI02,Kangaba,MLI0204,Alata,MLI00700405,NA,3320,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Kidal,MLI0801,Anefif,MLI00800101,214,687,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Kidal,MLI0801,Kidal,MLI00800102,63,532,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Tin-Essako,MLI0802,Tin Essako,MLI00800201,NA,42,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Abeibara,MLI0803,Abeibara,MLI00800301,71,300,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Abeibara,MLI0803,Tinzawatene,MLI00800303,54,30,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Adjelhoc,MLI00800401,NA,24,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Essouk,MLI00800402,NA,24,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Tessalit,MLI00800403,NA,350,NA,NA,NA
2016-05-31,Mali,MLI,Kidal,MLI08,Tessalit,MLI0804,Timtaghene,MLI00800404,NA,24,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune I,MLI00900101,1319,0,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune II,MLI00900102,389,0,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune III,MLI00900103,939,0,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune IV,MLI00900104,747,0,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune V,MLI00900105,880,0,NA,NA,NA
2016-05-31,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune VI,MLI00900106,600,0,NA,NA,NA
2016-06-30,Mali,MLI,Kayes,MLI01,Kayes,MLI0101,Kayes Commune,MLI00100112,16,0,NA,NA,NA
2016-06-30,Mali,MLI,Kayes,MLI01,Diema,MLI0103,Diema,MLI00100304,5,0,NA,NA,NA
2016-06-30,Mali,MLI,Kayes,MLI01,Nioro,MLI0106,Nioro Commune,MLI00100610,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Koulikoro,MLI0201,Koulikoro Commune,MLI00200104,54,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Dioila,MLI0203,Guegneka,MLI00200309,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Dioila,MLI0203,Kaladougou,MLI00200311,1,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Baguineda Camp,MLI00200501,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kalabancoro,MLI00200515,1035,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kambila,MLI00200517,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Kati Commune,MLI00200518,104,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Mande,MLI00200520,1,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Moribabougou,MLI00200521,320,0,NA,NA,NA
2016-06-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0205,Sangarebougou,MLI00200532,112,0,NA,NA,NA
2016-06-30,Mali,MLI,Sikasso,MLI03,Yanfolila,MLI0304,Wassoulou Balle,MLI00300412,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Sikasso,MLI03,Koutiala,MLI0305,Koutiala Commune,MLI00300516,32,0,NA,NA,NA
2016-06-30,Mali,MLI,Sikasso,MLI03,Sikasso,MLI0307,SIKASSO Commune,MLI00300737,8,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Baroueli,MLI0401,Baraoueli,MLI00400101,10,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Baroueli,MLI0401,Sanando,MLI00400110,7,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Dioro,MLI00400207,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Dougabougou,MLI00400209,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Markala,MLI00400216,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Pelengana,MLI00400219,129,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Sebougou,MLI00400223,66,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Segou,MLI0402,Segou Commune,MLI00400224,441,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Bla,MLI0403,Bla,MLI00400302,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,San,MLI0404,San Commune,MLI00400417,248,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Diabaly,MLI00400501,270,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Mariko,MLI00400504,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Nampalari,MLI00400505,420,136,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Niono,MLI00400506,187,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Siribala,MLI00400508,0,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Toridaga,MLI00400511,333,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Niono,MLI0405,Yeredon Sanio,MLI00400512,10,0,NA,NA,NA
2016-06-30,Mali,MLI,Ségou,MLI04,Tominian,MLI0406,Benena,MLI00400601,0,0,NA,NA,NA
